Code,SKU,Description,Unit
23603328,,225x40 mm Rad Clears H3 Grvd Fascia,mtr
23603330,,225x40 mm Rad Clears H3.1 Grvd Fascia,mtr
23603332,,225x40 mm Rad Clears H3.2 Grvd Fascia,mtr
23603496,,75x25 mm Rad H3.2 DG D4S Grvd Batten,mtr
23603498,,75x25 mm Rad H3.2 DG Sawn Grvd Batten,mtr
23603500,,100x25 mm Rad H3.2 DG D4S Grvd Batten,mtr
23603502,10025RADGH32VBS,100x25 mm Rad H3.2 DG Sawn Grvd Batten,mtr
23603510,,250x25 mm Rad H3.2 DG D4S Grvd Boarding,mtr
23603512,,250x25 mm Rad H3.2 DG Sawn Grvd Boarding,mtr
23603712,30025RAFJH3FSPP,300x25 mm Rad H3 DG Grvd Fascia,mtr
23603714,,300x25 mm Rad H3.1 DG Grvd Fascia,mtr
23603716,,300x25 mm Rad H3.2 DG Grvd Fascia,mtr
23604034,15025RFJH3FSP61,150 X 25 RAD FJ H3.1 FASCIA PREPRIMED NO.86 6.1M,lgth
23604038,15025RFJH3FSP61,150x25mm (135x19) Fascia Rad H3.1 FJ PP 6.1m,lgth
23604046,15025RFJH3FSP61,150x25mm (135x19) Fascia Rad H3.2 FJ PP 6.1m,lgth
23604100,20025RFJH3FSP61,200 X 25 RAD FJ H3.1 FASCIA NO85 P/PRIMED 6.1M LGTH,lgth
23604114,20025RFJH3FSP61,200x25mm (180x19) Fascia Rad H3.2 FJ PP 6.1m,lgth
23604232,,150 X 40 RAD FJ H3.1 FASCIA PP NO.90 6.1M LGTH,lgth
23604298,20040RFJH3FSP61,200 X 40 RAD FJ H3.1 FASCIA PP NO.89 6.1M LGTH,lgth
23604318,20040RFJH3FSP61,200x40mm (180x28) Fascia Rad H3.2 FJ PP 6.1m,lgth
23604416,,150x25 Fascia Grvd Cedar BS Face,mtr
23604480,,150x25 Fascia Grvd Cedar DR Face,mtr
23604488,,150 X 25 CEDAR CL FASCIA KD,mtr
23604544,,200x25 Fascia Grvd Cedar DR Face,mtr
23604608,,200x25 Fascia Grvd Cedar BS Face,mtr
23606144,,100x25 mm Rad Clears H3 DR KD T&G,mtr
23606208,,150x25 mm Rad Clears H3 DR KD T&G,mtr
23606272,,100x25 mm Heart Rimu Flooring T&G,mtr
23606336,,150x25 mm Heart Rimu Flooring T&G,mtr
23606400,,100x25 mm Rimu Flooring  T&G,mtr
23606464,,100x25 mm Heart Matai T&G Flooring,mtr
23606528,,150x25 mm Heart Matai T&G Flooring,mtr
23606592,,100x25 mm Immutan Tawa T&G,mtr
23606656,,125x25 mm Immutan Tawa T&G,mtr
23606720,,150x25 mm Immutan Tawa T&G,mtr
23608704,,100x12 mm Rad Clears UT T&GV;,mtr
23608768,,150x12 mm Rad Clears UT T&GV;,mtr
23608832,,100x25 mm Rad Clears UT T&GV;,mtr
23608896,,150x25 mm Rad Clears UT T&GV;,mtr
23608960,,200x25 mm Rad Clears UT T&GV;,mtr
23609024,,100x12 mm Rad Clears H3 T&GV;,mtr
23609088,,150x12 mm Rad Clears H3 T&GV;,mtr
23609152,,100x25 mm Rad Clears H3 T&GV;,mtr
23609216,,150x25 mm Rad Clears H3 T&GV;,mtr
23609218,,150x25 mm Rad Clears H3.1 T&GV;,mtr
23609220,,150x25 mm Rad Clears H3.2 T&GV;,mtr
23609280,,200x25 mm Rad Clears H3 T&GV;,mtr
23609282,,200x25 mm Rad Clears H3.1 T&GV;,mtr
23609284,,200x25 mm Rad Clears H3.2 T&GV;,mtr
23609344,,100x12 mm Rad DG UT T&GV;,mtr
23609408,,150x12 mm Rad DG UT T&GV;,mtr
23609472,,100x25 mm Rad DG UT T&GV;,mtr
23609536,,150x25 mm Rad DG UT T&GV;,mtr
23609600,,200x25 mm Rad DG UT T&GV;,mtr
23609622,,150x25mm Rad Panelling DG KD T&GV;,mtr
23609664,,100x12 mm Rad DG H1 T&GV;,mtr
23609666,,100x12 mm Rad DG H1.2 T&GV;,mtr
23609728,,150x12 mm Rad DG H1 T&GV;,mtr
23609730,,150x12 mm Rad DG H1.2 T&GV;,mtr
23609792,,100x25 mm Rad DG H1 T&GV;,mtr
23609794,,100x25 mm Rad DG H1.2 T&GV;,mtr
23609856,,150x25 mm Rad DG H1 T&GV;,mtr
23609858,,150x25 mm Rad DG H1.2 T&GV;,mtr
23609920,,200x25 mm Rad DG H1 T&GV;,mtr
23609922,,200x25 mm Rad DG H1.2 T&GV;,mtr
23609984,,100x12 mm Rad DG H3 T&GV;,mtr
23609986,,100x12 mm Rad DG H3.1 T&GV;,mtr
23609988,,100x12 mm Rad DG H3.2 T&GV;,mtr
23610048,,150x12 mm Rad DG H3 T&GV;,mtr
23610050,,150x12 mm Rad DG H3.1 T&GV;,mtr
23610052,,150x12 mm Rad DG H3.2 T&GV;,mtr
23610112,,100x25 mm Rad DG H3 T&GV;,mtr
23610114,,100x25 mm Rad DG H3.1 T&GV;,mtr
23610116,,100x25 mm Rad DG H3.2 T&GV;,mtr
23610176,,150x25 mm Rad DG H3 T&GV;,mtr
23610178,,150x25 mm Rad DG H3.1 T&GV;,mtr
23610180,,150x25 mm Rad DG H3.2 T&GV;,mtr
23610240,,200x25 mm Rad DG H3 T&GV;,mtr
23610242,,200x25 mm Rad DG H3.1 T&GV;,mtr
23610244,,200x25 mm Rad DG H3.2 T&GV;,mtr
23610304,,100x12 mm DA Rimu       T&GV;,mtr
23610368,,150x12 mm DA Rimu       T&GV;,mtr
23610432,,100x25 mm DA Rimu       T&GV;,mtr
23610496,,150x25 mm DA Rimu       T&GV;,mtr
23610560,,100x12 mm Rimu Col T&GV;,mtr
23610624,,150x12 mm Rimu Col T&GV;,mtr
23610688,,100x25 mm Rimu Col T&GV;,mtr
23610752,,150x25 mm Rimu Col T&GV;,mtr
23610816,,100x12 mm Immutan Tawa T&GV;,mtr
23610880,,150x12 mm Immutan Tawa T&GV;,mtr
23610944,,100x25 mm Immutan Tawa T&GV;,mtr
23611008,,150x25 mm Immutan Tawa T&GV;,mtr
23611072,,200x25 mm Immutan Tawa T&GV;,mtr
23611136,,100x25 mm Douglas Fir T&GV;,mtr
23611200,,150x25 mm Douglas Fir T&GV;,mtr
23611264,,150x25 mm Macrocarpa DG T&GV;,mtr
23611328,,100x12 mm W/Red Cedar T&GV;,mtr
23611392,,100x25 mm W/Red Cedar T&GV;,mtr
23611456,,150x25 mm W/Red Cedar T&GV;,mtr
23611520,,100x25 Lawson Cypress Panelling T&GV;,mtr
23611584,,150x25 Lawson Cypress Panelling T&GV;,mtr
23612992,,150x25 mm Prof 51 Shiplp Clears H3.2 BS,mtr
23613056,,200x25 mm Prof 52 Shiplp Clears H3.2 BS,mtr
23613120,,150x25 mm Prof 53 Shiplp Clears H3.2 BS,mtr
23613184,,150x25 mm Prof 55 Shiplp Clears H3.2 BS,mtr
23613248,,200x25 mm Prof 55 Shiplp Clears H3.2 BS,mtr
23613312,,150x25 mm Prof 51 Shiplp Clears H3,mtr
23613314,,150x25 mm Prof 51 Shiplp Clears H3.1,mtr
23613316,,150x25 mm Prof 51 Shiplp Clears H3.2 DR,mtr
23613376,,200x25 mm Prof 52 Shiplp Clears H3,mtr
23613378,,200x25 mm Prof 52 Shiplp Clears H3.1,mtr
23613380,,200x25 mm Prof 52 Shiplp Clears H3.2 DR,mtr
23613440,,150x25 mm Prof 53 Shiplp Clears H3,mtr
23613442,,150x25 mm Prof 53 Shiplp Clears H3.1,mtr
23613444,,150x25 mm Prof 53 Shiplp Clears H3.2 DR,mtr
23613504,,150x25 mm Prof 55 Shiplp Clears H3,mtr
23613506,,150x25 mm Prof 55 Shiplp Clears H3.1,mtr
23613508,,150x25 mm Prof 55 Shiplp Clears H3.2 DR,mtr
23613568,,200x25 mm Prof 55 Shiplp Clears H3,mtr
23613570,,200x25 mm Prof 55 Shiplp Clears H3.1,mtr
23613572,,200x25 mm Prof 55 Shiplp Clears H3.2 DR,mtr
23613632,,150x25 mm Prof 51 Shiplp Rad DG H3.2 BS,mtr
23613696,,200x25 mm Prof 52 Shiplp Rad DG H3.2 BS,mtr
23613760,,150x25 mm Prof 53 Shiplp Rad DG H3.2 BS,mtr
23613824,,150x25 mm Prof 55 Shiplp Rad DG H3.2 BS,mtr
23613888,,200x25 mm Prof 55 Shiplp Rad DG H3.2 BS,mtr
23613952,,150x25 mm Prof 51 Shiplp Rad DG H1,mtr
23613954,,150x25 mm Prof 51 Shiplp Rad DG H1.2,mtr
23614016,,200x25 mm Prof 52 Shiplp Rad DG H1,mtr
23614018,,200x25 mm Prof 52 Shiplp Rad DG H1.2,mtr
23614080,,150x25 mm Prof 53 Shiplp Rad DG H1,mtr
23614082,,150x25 mm Prof 53 Shiplp Rad DG H1.2,mtr
23614144,,150x25 mm Prof 55 Shiplp Rad DG H1,mtr
23614146,,150x25 mm Prof 55 Shiplp Rad DG H1.2,mtr
23614208,,200x25 mm Prof 55 Shiplp Rad DG H1,mtr
23614210,,200x25 mm Prof 55 Shiplp Rad DG H1.2,mtr
23614272,,150x25 mm Prof 51 Shiplp Rad DG H3,mtr
23614274,,150x25 mm Prof 51 Shiplp Rad DG H3.1,mtr
23614276,,150x25 mm Prof 51 Shiplp Rad DG H3.2 DR,mtr
23614336,,200x25 mm Prof 52 Shiplp Rad DG H3,mtr
23614338,,200x25 mm Prof 52 Shiplp Rad DG H3.1,mtr
23614340,,200x25 mm Prof 52 Shiplp Rad DG H3.2 DR,mtr
23614400,,150x25 mm Prof 53 Shiplp Rad DG H3,mtr
23614402,,150x25 mm Prof 53 Shiplp Rad DG H3.1,mtr
23614404,,150x25 mm Prof 53 Shiplp Rad DG H3.2 DR,mtr
23614464,,150x25 mm Prof 55 Shiplp Rad DG H3,mtr
23614466,,150x25 mm Prof 55 Shiplp Rad DG H3.1,mtr
23614468,,150x25 mm Prof 55 Shiplp Rad DG H3.2 DR,mtr
23614528,,200x25 mm Prof 55 Shiplp Rad DG H3,mtr
23614530,,200x25 mm Prof 55 Shiplp Rad DG H3.1,mtr
23614532,,200x25 mm Prof 55 Shiplp Rad DG H3.2 DR,mtr
23614592,,150x25mm Std Shiplp W/Bd Rad H3 FJ PP,mtr
23614656,,150x25mm V Cntr Shiplp W/Bd Rad H3 FJ PP,mtr
23614720,,200x25mm Std Shiplp W/Bd Rad H3 FJ PP,mtr
23614784,,200x25mm V Cntr Shiplp W/Bd Rad H3 FJ PP,mtr
23614848,,150x25 mm Rimu Col Prof 51 Shiplp,mtr
23614912,,150x25 mm Rimu Col Prof 53 Shiplp,mtr
23614976,,150x25 mm Rimu Col Prof 55 Shiplp,mtr
23615040,,150x25 mm Prof 51 Shiplp Rimu DA,mtr
23615104,,150x25 mm Prof 53 Shiplp Rimu DA,mtr
23615168,,150x25 mm Prof 55 Shiplp Rimu DA,mtr
23615232,,150x25  Prof 51 Shiplp Immutan Tawa,mtr
23615296,,200x25  Prof 52 Shiplp Immutan Tawa,mtr
23615360,,150x25  Prof 53 Shiplp Immutan Tawa,mtr
23615424,,150x25  Prof 55 Shiplp Immutan Tawa,mtr
23615488,,200x25  Prof 55 Shiplp Immutan Tawa,mtr
23615552,,150x25 Bev Cntr Shiplp W/Bd Cedar DR,mtr
23615616,,150x25 Bev Vert Shiplp W/Bd Cedar DR,mtr
23615680,,200x25 Bev Vert Shiplp W/Bd Cedar DR,mtr
23615744,,200x25 Bev Cntr Shiplp W/Bd Cedar DR,mtr
23615808,,150x25 Bev Cntr Shiplp W/Bd Cedar BS,mtr
23615872,,150x25 Bev Vert Shiplp W/Bd Cedar BS,mtr
23615936,,200x25 Bev Vert Shiplp W/Bd Cedar BS,mtr
23616000,,200x25 Bev Cntr Shiplp W/Bd Cedar BS,mtr
23616064,,150x25 mm Shiplp NZ Cedar,mtr
23616128,,200x25 mm Shiplp NZ Cedar,mtr
23620096,,150x25 mm Bev Back W/Bd Clears H3.2 BS,mtr
23620160,,200x25 mm Bev Back W/Bd Clears H3.2 BS,mtr
23620224,,250x25 mm Bev Back W/Bd Clears H3.2 BS,mtr
23620288,,150x25 mm Bev Back W/Bd Clears H3,mtr
23620290,,150x25 mm Bev Back W/Bd Clears H3.1,mtr
23620292,,150x25 mm Bev Back W/Bd Clears H3.2 DR,mtr
23620352,,200x25 mm Bev Back W/Bd Clears H3,mtr
23620354,,200x25 mm Bev Back W/Bd Clears H3.1,mtr
23620356,,200x25 mm Bev Back W/Bd Clears H3.2 DR,mtr
23620416,,250x25 mm Bev Back W/Bd Clears H3,mtr
23620418,,250x25 mm Bev Back W/Bd Clears H3.1,mtr
23620420,,250x25 mm Bev Back W/Bd Clears H3.2 DR,mtr
23620480,,150x25 mm Bev Back W/Bd Rad DG H3.2 BS,mtr
23620544,,200x25 mm Bev Back W/Bd Rad DG H3.2 BS,mtr
23620608,,250x25 mm Bev Back W/Bd Rad DG H3.2 BS,mtr
23620672,,150x25 mm Bev Back W/Bd Rad DG H1,mtr
23620674,,150x25 mm Bev Back W/Bd Rad DG H1.2,mtr
23620736,,200x25 mm Bev Back W/Bd Rad DG H1,mtr
23620738,,200x25 mm Bev Back W/Bd Rad DG H1.2,mtr
23620800,,250x25 mm Bev Back W/Bd Rad DG H1,mtr
23620802,,250x25 mm Bev Back W/Bd Rad DG H1.2,mtr
23620864,,150x25 mm Bev Back W/Bd Reb DG H3,mtr
23620866,,150x25 mm Bev Back W/Bd Reb DG H3.1,mtr
23620868,,150x25 mm Bev Back W/Bd Reb DG H3.2 DR,mtr
23620920,,150x25 mm Bev Back W/Bd Rad N2 H3,mtr
23620922,,150x25 mm Bev Back W/Bd Rad N2 H3.1,mtr
23620924,,150x25 mm Bev Back W/Bd Rad N2 H3.2 DR,mtr
23620928,,150x25 mm Bev Back W/Bd Rad DG H3,mtr
23620930,,150x25 mm Bev Back W/Bd Rad DG H3.1,mtr
23620932,,150x25 mm Bev Back W/Bd Rad DG H3.2 DR,mtr
23620992,,200x25 mm Bev Back W/Bd Rad DG H3,mtr
23620994,,200x25 mm Bev Back W/Bd Rad DG H3.1,mtr
23620996,,200x25 mm Bev Back W/Bd Rad DG H3.2 DR,mtr
23621056,,225x25 mm Rustic W/Bd Rad DG H3,mtr
23621058,,225x25 mm Rustic W/Bd Rad DG H3.1,mtr
23621060,,225x25 mm Rustic W/Bd Rad DG H3.2 DR,mtr
23621120,,250x25 mm Bev Back W/Bd Rad DG H3,mtr
23621122,,250x25 mm Bev Back W/Bd Rad DG H3.1,mtr
23621124,,250x25 mm Bev Back W/Bd Rad DG H3.2 DR,mtr
23621168,,150x25 mm Bev Back W/Bd F/J LOSP PP,mtr
23621184,,150x25 mm Bev Back W/Bd Rad H3 PP,mtr
23621248,,150x25mm Bev Back W/Bd Rad H3 FJ PP,mtr
23621312,,150x25mm Reb W/Bd Rad H3 FJ PP,mtr
23621376,,200x25mm Bev Back W/Bd Rad H3 FJ PP,mtr
23621440,,200x25mm Reb W/Bd Rad H3 FJ PP,mtr
23621504,,225x25mm Bev Back W/Bd Rad H3 FJ PP,mtr
23621568,,250x25mm Bev Back W/Bd Rad H3 FJ PP,mtr
23621572,,150x25mm Bev Back W/Bd Rad LOSP H3 FJ PP,mtr
23621632,,150x25 mm Bev Back W/Bd Rimu DA,mtr
23621696,,200x25 mm Bev Back W/Bd Rimu DA,mtr
23621760,,250x25 mm Bev Back W/Bd Rimu DA,mtr
23621824,,150x25 Bev Back W/Bd Cedar DR Reb,mtr
23621888,,150x25 mm Bev Back W/Bd Cedar DR,mtr
23621952,,200x25 Bev Back W/Bd Cedar DR Reb,mtr
23622016,,200x25 mm Bev Back W/Bd Cedar DR,mtr
23622080,,150x25 Bev Back W/Bd Cedar BS Reb,mtr
23622144,,150x25 mm Bev Back W/Bd Cedar BS,mtr
23622208,,200x25 Bev Back W/Bd Cedar BS Reb,mtr
23622272,,200x25 mm Bev Back W/Bd Cedar BS,mtr
23625856,,150x25 mm Rustic W/Bd Rad Clears H3.2 BS,mtr
23625858,,150x25 mm Rustic W/Bd Rad Clears H3.1,mtr
23625860,,150x25 mm Rustic W/Bd Rad Clears H3.2 DR,mtr
23625920,,200x25 mm Rustic W/Bd Rad Clears H3.2 BS,mtr
23625922,,200x25 mm Rustic W/Bd Rad Clears H3.1,mtr
23625924,,200x25 mm Rustic W/Bd Rad Clears H3.2 DR,mtr
23625984,,225x25 mm Rustic W/Bd Rad Clears H3.2 BS,mtr
23625986,,225x25 mm Rustic W/Bd Rad Clears H3.1,mtr
23625988,,225x25 mm Rustic W/Bd Rad Clears H3.2 DR,mtr
23626048,,250x25 mm Rustic W/Bd Rad Clears H3.2 BS,mtr
23626050,,250x25 mm Rustic W/Bd Rad Clears H3.1,mtr
23626052,,250x25 mm Rustic W/Bd Rad Clears H3.2 DR,mtr
23626112,,150x25 mm Rustic W/Bd Rad DG H3.2 BS,mtr
23626114,,150x25 mm Rustic W/Bd Rad DG H3.1,mtr
23626116,,150x25 mm Rustic W/Bd Rad DG H3.2 DR,mtr
23626176,,200x25 mm Rustic W/Bd Rad DG H3.2 BS,mtr
23626178,,200x25 mm Rustic W/Bd Rad DG H3.1,mtr
23626180,,200x25 mm Rustic W/Bd Rad DG H3.2 DR,mtr
23626240,,250x25 mm Rustic W/Bd Rad DG H3.2 BS,mtr
23626242,,250x25 mm Rustic W/Bd Rad DG H3.1,mtr
23626244,,250x25 mm Rustic W/Bd Rad DG H3.2,mtr
23626304,,150x25mm Rustic W/Bd Rad H3 FJ PP,mtr
23626368,,200x25mm Rustic W/Bd Rad H3 FJ PP,mtr
23626432,,250x25mm Rustic W/Bd Rad H3 FJ PP,mtr
23626496,,150x25 mm Rustic W/Bd Rimu DA H1,mtr
23626560,,200x25 mm Rustic W/Bd Rimu DA H1,mtr
23626624,,150x25 mm Rustic W/Bd Cedar DR,mtr
23626688,,200x25 mm Rustic W/Bd Cedar DR,mtr
23626752,,250x25 mm Rustic W/Bd Cedar DR,mtr
23626816,,150x25 mm Rustic W/Bd Cedar BS,mtr
23626880,,200x25 mm Rustic W/Bd Cedar BS,mtr
23626944,,250x25 mm Rustic W/Bd Cedar BS,mtr
23627008,,200x25 mm Rustic W/Bd Cedar Rcvy DR,mtr
23627072,,200x25 mm Rustic W/Bd Cedar Rcvy BS,mtr
23627136,,200x25mm Rustic W/Bd Lawson Cypress,mtr
23628928,,150x25 mm Splaycut W/Bd Cedar DR,mtr
23634304,,200x25 mm Grvd Boarding Cedar DR,mtr
23634368,,200x25 mm Grvd Boarding Cedar BS,mtr
23634374,,250x25 mm Grvd Boarding Cedar DR,mtr
23634382,,250x25 mm Grvd Boarding Cedar BS,mtr
23634432,,75x25 mm Grvd Batten Cedar DR,mtr
23634496,,75x25 mm Grvd Batten Cedar BS,mtr
23634512,,100x25 mm Grvd Batten Cedar DR,mtr
23634524,,100x25 mm Grvd Batten Cedar BS,mtr
23700000,,142x18mm A-Lign Bev Back W/Bd 04564,mtr
23700028,,187x18mm A-Lign Bev Back W/Bd 04565,mtr
23700056,,142x25mm A-Lign Bev Back Base Bd 04586,mtr
23700084,,187x25mm A-Lign Bev Back Base Bd 04589,mtr
23700112,,45x19mm A-Lign Cavity Batten(Structural) 04563,mtr
23700140,,36x18mm A-Lign 142 Scriber 04568,mtr
23700168,,36x18mm A-Lign 187 Scriber 04570,mtr
23700196,,36x18mm A-Lign 142 Int Cnr Scriber 04598,mtr
23700224,,36x18mm A-Lign 187 Int Cnr Scriber 04600,mtr
23700252,,42x30mm A-Lign Weather Hd & Sill 04595,mtr
23700280,,42x9.54mm A-Lign 142 Tilting Fillet 04578,mtr
23700308,,42x9.58mm A-Lign 187 Tilting Fillet 04581,mtr
23700336,,42x18mm A-Lign Eaves Mould 04576,mtr
23700364,,42x18mm A-Lign Facing (Grooved) 04573,mtr
23700392,,66x18mm A-Lign Facing (Dbl Grooved) 04603,mtr
23700420,,90x18mm A-Lign Facing (Dbl Grooved) 04606,mtr
23700448,,116x18mm A-Lign Facing (Dbl Grooved) 04609,mtr
23700476,,138x18mm A-Lign Facing (Dbl Grooved) 04612,mtr
23700504,,185x18mm A-Lign Facing (Dbl Grooved) 04615,mtr
23700532,,102x102x18mm A-Lign Prefab Box Cnr 04592,mtr
23700980,,SmartClad 140x30mm Base Board SBB140,mtr
23700990,,SmartClad 185x30mm Base Board SBB185,mtr
23701000,,SmartClad 140x18mm Bev Back W/Bd SWB140,mtr
23701028,,SmartClad 185x18mm Bev Back W/Bd SWB185,mtr
23701056,,SmartClad 40x10mm Pre-Scribed Scriber SPS140,mtr
23701084,,SmartClad 40x10mm Pre-Scribed Scriber SPS185,mtr
23701114,,SmartClad 88x34mm Pre-Scribed Facing SPF140,mtr
23701142,,SmartClad 88x34mm Pre-Scribed Facing SPF185,mtr
23701170,,SmartClad 88/80x34mm Pre-Scribed Box Cnr SPBC140,mtr
23701198,,SmartClad 88/80x34mm Pre-Scribed Box Cnr SPBC185,mtr
23701226,,SmartClad 45x21mm Eaves Mould SCB,mtr
23701256,,SmartClad 40x27mm Cavity Batten SEM,mtr
23701284,,SmartClad 40x38mm Beazley Sill SBS,mtr
23701350,,SmartClad 140mm Joint Soakers Galv  SJSG,each
23701358,,SmartClad 140mm Joint Soakers Copper  SJSC,each
23701364,,SmartClad 140mm Joint Soakers SS  SJSS,each
23701364,,SmartClad 140mm Joint Soakers SS  SJSS,each
23701365,,SmartClad 185mm Joint Soakers SS  SJSS,each
23701370,,SmartClad 140mm Cnr Soakers Galv  SCSG,each
23701376,,SmartClad 140mm Cnr Soakers Copper  SCSC,each
23701382,,SmartClad 140mm Cnr Soakers SS  SCSS,each
23701388,,SmartClad 185mm Cnr Soakers Galv  SCSG,each
23701396,,SmartClad 185mm Cnr Soakers Copper  SCSC,each
23701404,,SmartClad 185mm Cnr Soakers SS  SCSS,each
23701410,,SmartClad 185mm Joint Soakers Galv  SJSG,each
23701416,,SmartClad 185mm Joint Soakers Copper  SJSC,each
23701460,,SmartClad Screws Zinc 1000 Box  SS,box
23701466,,SmartClad Screws SS 1000 Box  SSS,box
23701472,,SmartClip 1000 Box  SC,box
23702000,,Garrison H3.1 135x18mm Bev Back W/Bd,mtr
23702018,,Garrison H3.1 142x18mm Bev Back W/Bd,mtr
23702036,,Garrison H3.1 180x18mm Bev Back W/Bd,mtr
23706000,,Rightdeck Decking 125mm x 23mm x 5850mm Brown,lgth
23706016,,Rightdeck Decking 125mm x 23mm x 5850mm Grey,lgth
23706032,,Rightdeck Fascia 80mm x 10mm x 5850mm,lgth
23706048,,Rightdeck Fascia 130mm x 10mm x 5850mm,lgth
23706064,,340mm Blackened S/Steel with Phillips Hd Screw,each
24000000,,Outdure Eco-Decking 140x25x4.8m,lgth
24000001,,Outdure Eco-Decking clip,each
24200000,PPEP7BA2412B,Ecoply Barrier  2440x1200x7mm,sht
24200001,PPEP7BA2712B,Ecoply Barrier  2745x1200x7mm,sht
24200002,,Eliteline Ceiling Gvd Ply  2400x1200x9mm,sht
24200003,PPEP9BD2412,Ecoply BD UT         2400x1200x9mm 3 ply,sht
24200004,,Ecoply Flooring T&G BD UT         2400x1200x19mm,sht
24200005,PPEP12BD2412,Ecoply Ply BD UT         2400x1200x12mm,sht
24200006,,Ecoply Ply BB UT         2400x1200x12mm,sht
24200007,,Ecoply Ply BD UT         2400x1200x15mm,sht
24200008,PPEP17BD2412,Ecoply Ply BD UT         2400x1200x17mm,sht
24200009,,Ecoply Ply BB UT         2400x1200x17mm,sht
24200010,PPEP12BD2712,Ecoply Ply BD UT         2700x1200x12mm,sht
24200012,,Prolam PLL 150 GL8 Clears KD H1.2 135x88mm,mtr
24200013,,Prolam PLL 200 GL8 Clears KD H1.2 180x88mm,mtr
24200014,,Prolam PLL 250 GL8 Clears KD H1.2 225x88mm,mtr
24200015,,Prolam PLL 300 GL8 Clears KD H1.2 270x88mm,mtr
24200016,,Prolam PLL 350 GL8 Clears KD H1.2 315x88mm,mtr
24200017,,Prolam PLL 400 GL8 Clears KD H3.2 360x90mm,mtr
24200018,8888RLPV83,Prolam Post  88x88mm  PLP8H3-100,mtr
24200019,8888RLPV85,Prolam Post  88x88mm  PLP8H5-100,mtr
24200020,,Prolam Post  112x112mm  PLP8H3-125,mtr
24200021,112112RLPV85,Prolam Post  112x112mm  PLP8H5-125,mtr
24200022,,Prolam Post  112x112mm  PLP17H5-125,mtr
24200023,135135RLPV83,Prolam Post  135x135mm  PLP8H3-150,mtr
24200024,135135RLPV85,Prolam Post  135x135mm  PLP8H5-150,mtr
24200025,,Prolam Post  125x125mm  PLP17H5-150,mtr
24200026,180180RLPV83,Prolam Post  180x180mm  PLP8H3-200,mtr
24200027,180180RLPV85,Prolam Post  180x180mm  PLP8H5-200,mtr
24200028,,Prolam Post  170x170mm  PLP17H5-200,mtr
24200029,,Prolam Post  220x220mm  PLP8H3-250,mtr
24200030,,Prolam Post  220x220mm  PLP8H5-250,mtr
24200031,,Prolam Post  220x220mm  PLP17H5-250,mtr
24200032,,Prolam Post  260x260mm  PLP8H3-300,mtr
24200033,,Prolam Post  260x260mm  PLP8H5-300,mtr
24200034,,Prolam Post  255x255mm  PLP17H5-300,mtr
24200035,,Prolam Post  300x300mm  PLP8H3-350,mtr
24200036,,Prolam Post  300x300mm  PLP8H5-350,mtr
24200037,,Prolam Post  300x300mm  PLP17H5-350,mtr
24200038,,Prolam Beam  140x42mm  PLVL8H3-15050,mtr
24200039,,Prolam Beam  140x63mm  PLVL8H3-15075,mtr
24200040,14088RLBV83,Prolam Beam  140x88mm  PLVL8H3-150100,mtr
24200041,,Prolam Beam  140x112mm  PLVL8H3-150125,mtr
24200042,,Prolam Beam  140x135mm  PLVL8H3-150150,mtr
24200043,,Prolam Beam  190x42mm  PLVL8H3-20050,mtr
24200044,,Prolam Beam  190x63mm  PLVL8H3-20075,mtr
24200045,19088RLBV83,Prolam Beam  190x88mm  PLVL8H3-200100,mtr
24200046,,Prolam Beam  190x112mm  PLVL8H3-200125,mtr
24200047,,Prolam Beam  190x135mm  PLVL8H3-200150,mtr
24200048,24042RLBV83,Prolam Beam  240x42mm  PLVL8H3-25050,mtr
24200049,,Prolam Beam  240x63mm  PLVL8H3-25075,mtr
24200050,24088RLBV83,Prolam Beam  240x88mm  PLVL8H3-250100,mtr
24200051,,Prolam Beam  240x112mm  PLVL8H3-250125,mtr
24200052,,Prolam Beam  240x135mm  PLVL8H3-250150,mtr
24200053,,Prolam Beam  290x42mm  PLVL8H3-30050,mtr
24200054,,Prolam Beam  290x63mm  PLVL8H3-30075,mtr
